qid,tid,,
6867,17,,"insert into question_tag (qid, tid) values(6867, 17);"
6868,36,,"insert into question_tag (qid, tid) values(6868, 36);"
6869,25,,"insert into question_tag (qid, tid) values(6869, 25);"
6870,28,,"insert into question_tag (qid, tid) values(6870, 28);"
6871,10,,"insert into question_tag (qid, tid) values(6871, 10);"
6872,22,,"insert into question_tag (qid, tid) values(6872, 22);"
6873,7,,"insert into question_tag (qid, tid) values(6873, 7);"
6874,34,,"insert into question_tag (qid, tid) values(6874, 34);"
6875,33,,"insert into question_tag (qid, tid) values(6875, 33);"
6876,21,,"insert into question_tag (qid, tid) values(6876, 21);"
6877,14,,"insert into question_tag (qid, tid) values(6877, 14);"
6878,32,,"insert into question_tag (qid, tid) values(6878, 32);"
6879,6,,"insert into question_tag (qid, tid) values(6879, 6);"
6880,2,,"insert into question_tag (qid, tid) values(6880, 2);"
6881,12,,"insert into question_tag (qid, tid) values(6881, 12);"
6882,16,,"insert into question_tag (qid, tid) values(6882, 16);"
6883,30,,"insert into question_tag (qid, tid) values(6883, 30);"
6884,19,,"insert into question_tag (qid, tid) values(6884, 19);"
6885,27,,"insert into question_tag (qid, tid) values(6885, 27);"
6886,22,,"insert into question_tag (qid, tid) values(6886, 22);"
6887,36,,"insert into question_tag (qid, tid) values(6887, 36);"
6888,13,,"insert into question_tag (qid, tid) values(6888, 13);"
6889,2,,"insert into question_tag (qid, tid) values(6889, 2);"
6890,23,,"insert into question_tag (qid, tid) values(6890, 23);"
6891,6,,"insert into question_tag (qid, tid) values(6891, 6);"
6892,11,,"insert into question_tag (qid, tid) values(6892, 11);"
6893,38,,"insert into question_tag (qid, tid) values(6893, 38);"
6894,34,,"insert into question_tag (qid, tid) values(6894, 34);"
6895,35,,"insert into question_tag (qid, tid) values(6895, 35);"
6896,41,,"insert into question_tag (qid, tid) values(6896, 41);"
6897,8,,"insert into question_tag (qid, tid) values(6897, 8);"
6898,17,,"insert into question_tag (qid, tid) values(6898, 17);"
6899,13,,"insert into question_tag (qid, tid) values(6899, 13);"
6900,18,,"insert into question_tag (qid, tid) values(6900, 18);"
6901,22,,"insert into question_tag (qid, tid) values(6901, 22);"
6902,36,,"insert into question_tag (qid, tid) values(6902, 36);"
6903,13,,"insert into question_tag (qid, tid) values(6903, 13);"
6904,10,,"insert into question_tag (qid, tid) values(6904, 10);"
6905,39,,"insert into question_tag (qid, tid) values(6905, 39);"
6906,37,,"insert into question_tag (qid, tid) values(6906, 37);"
6907,10,,"insert into question_tag (qid, tid) values(6907, 10);"
6908,5,,"insert into question_tag (qid, tid) values(6908, 5);"
6909,11,,"insert into question_tag (qid, tid) values(6909, 11);"
6910,20,,"insert into question_tag (qid, tid) values(6910, 20);"
6911,2,,"insert into question_tag (qid, tid) values(6911, 2);"
6912,39,,"insert into question_tag (qid, tid) values(6912, 39);"
6913,6,,"insert into question_tag (qid, tid) values(6913, 6);"
6914,4,,"insert into question_tag (qid, tid) values(6914, 4);"
6915,13,,"insert into question_tag (qid, tid) values(6915, 13);"
6916,24,,"insert into question_tag (qid, tid) values(6916, 24);"
6917,24,,"insert into question_tag (qid, tid) values(6917, 24);"
6918,30,,"insert into question_tag (qid, tid) values(6918, 30);"
6919,25,,"insert into question_tag (qid, tid) values(6919, 25);"
6920,29,,"insert into question_tag (qid, tid) values(6920, 29);"
6921,12,,"insert into question_tag (qid, tid) values(6921, 12);"
6922,9,,"insert into question_tag (qid, tid) values(6922, 9);"
6923,34,,"insert into question_tag (qid, tid) values(6923, 34);"
6924,4,,"insert into question_tag (qid, tid) values(6924, 4);"
6925,38,,"insert into question_tag (qid, tid) values(6925, 38);"
6926,32,,"insert into question_tag (qid, tid) values(6926, 32);"
6927,26,,"insert into question_tag (qid, tid) values(6927, 26);"
6928,16,,"insert into question_tag (qid, tid) values(6928, 16);"
6929,37,,"insert into question_tag (qid, tid) values(6929, 37);"
6930,31,,"insert into question_tag (qid, tid) values(6930, 31);"
6931,21,,"insert into question_tag (qid, tid) values(6931, 21);"
6932,18,,"insert into question_tag (qid, tid) values(6932, 18);"
6933,31,,"insert into question_tag (qid, tid) values(6933, 31);"
6934,36,,"insert into question_tag (qid, tid) values(6934, 36);"
6935,1,,"insert into question_tag (qid, tid) values(6935, 1);"
6936,36,,"insert into question_tag (qid, tid) values(6936, 36);"
6937,24,,"insert into question_tag (qid, tid) values(6937, 24);"
6938,7,,"insert into question_tag (qid, tid) values(6938, 7);"
6939,21,,"insert into question_tag (qid, tid) values(6939, 21);"
6940,2,,"insert into question_tag (qid, tid) values(6940, 2);"
6941,20,,"insert into question_tag (qid, tid) values(6941, 20);"
6942,25,,"insert into question_tag (qid, tid) values(6942, 25);"
6943,14,,"insert into question_tag (qid, tid) values(6943, 14);"
6944,24,,"insert into question_tag (qid, tid) values(6944, 24);"
6945,20,,"insert into question_tag (qid, tid) values(6945, 20);"
6946,21,,"insert into question_tag (qid, tid) values(6946, 21);"
6947,4,,"insert into question_tag (qid, tid) values(6947, 4);"
6948,22,,"insert into question_tag (qid, tid) values(6948, 22);"
6949,11,,"insert into question_tag (qid, tid) values(6949, 11);"
6950,4,,"insert into question_tag (qid, tid) values(6950, 4);"
6951,1,,"insert into question_tag (qid, tid) values(6951, 1);"
6952,41,,"insert into question_tag (qid, tid) values(6952, 41);"
6953,6,,"insert into question_tag (qid, tid) values(6953, 6);"
6954,13,,"insert into question_tag (qid, tid) values(6954, 13);"
6955,41,,"insert into question_tag (qid, tid) values(6955, 41);"
6956,28,,"insert into question_tag (qid, tid) values(6956, 28);"
6957,28,,"insert into question_tag (qid, tid) values(6957, 28);"
6958,18,,"insert into question_tag (qid, tid) values(6958, 18);"
6959,11,,"insert into question_tag (qid, tid) values(6959, 11);"
6960,2,,"insert into question_tag (qid, tid) values(6960, 2);"
6961,6,,"insert into question_tag (qid, tid) values(6961, 6);"
6962,11,,"insert into question_tag (qid, tid) values(6962, 11);"
6963,4,,"insert into question_tag (qid, tid) values(6963, 4);"
6964,5,,"insert into question_tag (qid, tid) values(6964, 5);"
6965,15,,"insert into question_tag (qid, tid) values(6965, 15);"
6966,8,,"insert into question_tag (qid, tid) values(6966, 8);"
6967,15,,"insert into question_tag (qid, tid) values(6967, 15);"
6968,17,,"insert into question_tag (qid, tid) values(6968, 17);"
6969,32,,"insert into question_tag (qid, tid) values(6969, 32);"
6970,25,,"insert into question_tag (qid, tid) values(6970, 25);"
6971,20,,"insert into question_tag (qid, tid) values(6971, 20);"
6972,39,,"insert into question_tag (qid, tid) values(6972, 39);"
6973,21,,"insert into question_tag (qid, tid) values(6973, 21);"
6974,25,,"insert into question_tag (qid, tid) values(6974, 25);"
6975,32,,"insert into question_tag (qid, tid) values(6975, 32);"
6976,38,,"insert into question_tag (qid, tid) values(6976, 38);"
6977,20,,"insert into question_tag (qid, tid) values(6977, 20);"
6978,32,,"insert into question_tag (qid, tid) values(6978, 32);"
6979,33,,"insert into question_tag (qid, tid) values(6979, 33);"
6980,36,,"insert into question_tag (qid, tid) values(6980, 36);"
6981,19,,"insert into question_tag (qid, tid) values(6981, 19);"
6982,10,,"insert into question_tag (qid, tid) values(6982, 10);"
6983,41,,"insert into question_tag (qid, tid) values(6983, 41);"
6984,37,,"insert into question_tag (qid, tid) values(6984, 37);"
6985,22,,"insert into question_tag (qid, tid) values(6985, 22);"
6986,4,,"insert into question_tag (qid, tid) values(6986, 4);"
6987,37,,"insert into question_tag (qid, tid) values(6987, 37);"
6988,37,,"insert into question_tag (qid, tid) values(6988, 37);"
6989,28,,"insert into question_tag (qid, tid) values(6989, 28);"
6990,35,,"insert into question_tag (qid, tid) values(6990, 35);"
6991,8,,"insert into question_tag (qid, tid) values(6991, 8);"
6992,8,,"insert into question_tag (qid, tid) values(6992, 8);"
6993,21,,"insert into question_tag (qid, tid) values(6993, 21);"
6994,7,,"insert into question_tag (qid, tid) values(6994, 7);"
6995,23,,"insert into question_tag (qid, tid) values(6995, 23);"
6996,11,,"insert into question_tag (qid, tid) values(6996, 11);"
6997,38,,"insert into question_tag (qid, tid) values(6997, 38);"
6998,9,,"insert into question_tag (qid, tid) values(6998, 9);"
6999,6,,"insert into question_tag (qid, tid) values(6999, 6);"
7000,10,,"insert into question_tag (qid, tid) values(7000, 10);"
7001,16,,"insert into question_tag (qid, tid) values(7001, 16);"
7002,19,,"insert into question_tag (qid, tid) values(7002, 19);"
7003,41,,"insert into question_tag (qid, tid) values(7003, 41);"
7004,30,,"insert into question_tag (qid, tid) values(7004, 30);"
7005,32,,"insert into question_tag (qid, tid) values(7005, 32);"
7006,34,,"insert into question_tag (qid, tid) values(7006, 34);"
7007,30,,"insert into question_tag (qid, tid) values(7007, 30);"
7008,35,,"insert into question_tag (qid, tid) values(7008, 35);"
7009,8,,"insert into question_tag (qid, tid) values(7009, 8);"
7010,39,,"insert into question_tag (qid, tid) values(7010, 39);"
7011,8,,"insert into question_tag (qid, tid) values(7011, 8);"
7012,9,,"insert into question_tag (qid, tid) values(7012, 9);"
7013,2,,"insert into question_tag (qid, tid) values(7013, 2);"
7014,16,,"insert into question_tag (qid, tid) values(7014, 16);"
7015,17,,"insert into question_tag (qid, tid) values(7015, 17);"
7016,12,,"insert into question_tag (qid, tid) values(7016, 12);"
7017,2,,"insert into question_tag (qid, tid) values(7017, 2);"
7018,30,,"insert into question_tag (qid, tid) values(7018, 30);"
7019,15,,"insert into question_tag (qid, tid) values(7019, 15);"
7020,16,,"insert into question_tag (qid, tid) values(7020, 16);"
7021,22,,"insert into question_tag (qid, tid) values(7021, 22);"
7022,1,,"insert into question_tag (qid, tid) values(7022, 1);"
7023,37,,"insert into question_tag (qid, tid) values(7023, 37);"
7024,19,,"insert into question_tag (qid, tid) values(7024, 19);"
7025,38,,"insert into question_tag (qid, tid) values(7025, 38);"
7026,21,,"insert into question_tag (qid, tid) values(7026, 21);"
7027,36,,"insert into question_tag (qid, tid) values(7027, 36);"
7028,9,,"insert into question_tag (qid, tid) values(7028, 9);"
7029,21,,"insert into question_tag (qid, tid) values(7029, 21);"
7030,18,,"insert into question_tag (qid, tid) values(7030, 18);"
7031,41,,"insert into question_tag (qid, tid) values(7031, 41);"
7032,13,,"insert into question_tag (qid, tid) values(7032, 13);"
7033,30,,"insert into question_tag (qid, tid) values(7033, 30);"
7034,37,,"insert into question_tag (qid, tid) values(7034, 37);"
7035,3,,"insert into question_tag (qid, tid) values(7035, 3);"
7036,23,,"insert into question_tag (qid, tid) values(7036, 23);"
7037,10,,"insert into question_tag (qid, tid) values(7037, 10);"
7038,16,,"insert into question_tag (qid, tid) values(7038, 16);"
7039,24,,"insert into question_tag (qid, tid) values(7039, 24);"
7040,23,,"insert into question_tag (qid, tid) values(7040, 23);"
7041,23,,"insert into question_tag (qid, tid) values(7041, 23);"
7042,19,,"insert into question_tag (qid, tid) values(7042, 19);"
7043,23,,"insert into question_tag (qid, tid) values(7043, 23);"
7044,33,,"insert into question_tag (qid, tid) values(7044, 33);"
7045,1,,"insert into question_tag (qid, tid) values(7045, 1);"
7046,7,,"insert into question_tag (qid, tid) values(7046, 7);"
7047,3,,"insert into question_tag (qid, tid) values(7047, 3);"
7048,1,,"insert into question_tag (qid, tid) values(7048, 1);"
7049,2,,"insert into question_tag (qid, tid) values(7049, 2);"
7050,33,,"insert into question_tag (qid, tid) values(7050, 33);"
7051,14,,"insert into question_tag (qid, tid) values(7051, 14);"
7052,36,,"insert into question_tag (qid, tid) values(7052, 36);"
7053,21,,"insert into question_tag (qid, tid) values(7053, 21);"
7054,34,,"insert into question_tag (qid, tid) values(7054, 34);"
7055,40,,"insert into question_tag (qid, tid) values(7055, 40);"
7056,19,,"insert into question_tag (qid, tid) values(7056, 19);"
7057,19,,"insert into question_tag (qid, tid) values(7057, 19);"
7058,22,,"insert into question_tag (qid, tid) values(7058, 22);"
7059,33,,"insert into question_tag (qid, tid) values(7059, 33);"
7060,11,,"insert into question_tag (qid, tid) values(7060, 11);"
7061,3,,"insert into question_tag (qid, tid) values(7061, 3);"
7062,29,,"insert into question_tag (qid, tid) values(7062, 29);"
7063,8,,"insert into question_tag (qid, tid) values(7063, 8);"
7064,36,,"insert into question_tag (qid, tid) values(7064, 36);"
7065,40,,"insert into question_tag (qid, tid) values(7065, 40);"
7066,8,,"insert into question_tag (qid, tid) values(7066, 8);"
7067,15,,"insert into question_tag (qid, tid) values(7067, 15);"
7068,6,,"insert into question_tag (qid, tid) values(7068, 6);"
7069,23,,"insert into question_tag (qid, tid) values(7069, 23);"
7070,23,,"insert into question_tag (qid, tid) values(7070, 23);"
7071,41,,"insert into question_tag (qid, tid) values(7071, 41);"
7072,14,,"insert into question_tag (qid, tid) values(7072, 14);"
7073,1,,"insert into question_tag (qid, tid) values(7073, 1);"
7074,33,,"insert into question_tag (qid, tid) values(7074, 33);"
7075,19,,"insert into question_tag (qid, tid) values(7075, 19);"
7076,18,,"insert into question_tag (qid, tid) values(7076, 18);"
7077,15,,"insert into question_tag (qid, tid) values(7077, 15);"
7078,29,,"insert into question_tag (qid, tid) values(7078, 29);"
7079,10,,"insert into question_tag (qid, tid) values(7079, 10);"
7080,37,,"insert into question_tag (qid, tid) values(7080, 37);"
7081,11,,"insert into question_tag (qid, tid) values(7081, 11);"
7082,17,,"insert into question_tag (qid, tid) values(7082, 17);"
7083,40,,"insert into question_tag (qid, tid) values(7083, 40);"
7084,41,,"insert into question_tag (qid, tid) values(7084, 41);"
7085,6,,"insert into question_tag (qid, tid) values(7085, 6);"
7086,23,,"insert into question_tag (qid, tid) values(7086, 23);"
7087,17,,"insert into question_tag (qid, tid) values(7087, 17);"
7088,18,,"insert into question_tag (qid, tid) values(7088, 18);"
7089,23,,"insert into question_tag (qid, tid) values(7089, 23);"
7090,27,,"insert into question_tag (qid, tid) values(7090, 27);"
7091,30,,"insert into question_tag (qid, tid) values(7091, 30);"
7092,29,,"insert into question_tag (qid, tid) values(7092, 29);"
7093,32,,"insert into question_tag (qid, tid) values(7093, 32);"
7094,18,,"insert into question_tag (qid, tid) values(7094, 18);"
7095,28,,"insert into question_tag (qid, tid) values(7095, 28);"
7096,40,,"insert into question_tag (qid, tid) values(7096, 40);"
7097,38,,"insert into question_tag (qid, tid) values(7097, 38);"
7098,23,,"insert into question_tag (qid, tid) values(7098, 23);"
7099,14,,"insert into question_tag (qid, tid) values(7099, 14);"
7100,26,,"insert into question_tag (qid, tid) values(7100, 26);"
7101,9,,"insert into question_tag (qid, tid) values(7101, 9);"
7102,34,,"insert into question_tag (qid, tid) values(7102, 34);"
7103,11,,"insert into question_tag (qid, tid) values(7103, 11);"
7104,26,,"insert into question_tag (qid, tid) values(7104, 26);"
7105,22,,"insert into question_tag (qid, tid) values(7105, 22);"
7106,5,,"insert into question_tag (qid, tid) values(7106, 5);"
7107,15,,"insert into question_tag (qid, tid) values(7107, 15);"
7108,30,,"insert into question_tag (qid, tid) values(7108, 30);"
7109,41,,"insert into question_tag (qid, tid) values(7109, 41);"
7110,13,,"insert into question_tag (qid, tid) values(7110, 13);"
7111,23,,"insert into question_tag (qid, tid) values(7111, 23);"
7112,18,,"insert into question_tag (qid, tid) values(7112, 18);"
7113,33,,"insert into question_tag (qid, tid) values(7113, 33);"
